loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status,region
18100.0,60,12.41,339.1,B,B5,8,RENT,74500.0,debt_consolidation,1.09,0,3,1,47218.08,24.56,12,Fully Paid,South
3400.0,36,7.42,101.45,A,A3,8,OWN,121600.0,other,38.86,0,22,0,15429.52,1.73,26,Fully Paid,West
30200.0,60,18.01,593.98,A,A1,0,RENT,27000.0,home_improvement,32.54,0,15,0,726.78,29.24,29,Fully Paid,Midwest
23000.0,60,18.22,453.18,G,G5,8,RENT,53200.0,debt_consolidation,3.76,0,17,0,12657.78,44.0,17,Fully Paid,West
18500.0,36,24.93,642.0,B,B3,0,MORTGAGE,24100.0,credit_card,39.98,0,18,0,3482.98,2.0,28,Fully Paid,Northeast
13100.0,36,29.21,470.18,E,E2,9,RENT,48300.0,debt_consolidation,24.2,0,5,0,28319.07,32.37,16,Charged Off,Midwest
20600.0,36,6.38,608.73,B,B1,3,RENT,47800.0,debt_consolidation,34.15,0,9,0,15816.26,70.04,15,Fully Paid,South
14200.0,36,19.79,472.5,D,D3,4,OWN,74100.0,debt_consolidation,2.67,0,10,0,40343.83,22.84,19,Fully Paid,South
30500.0,36,22.03,1033.87,D,D2,7,RENT,55400.0,debt_consolidation,15.58,0,17,0,36631.25,48.49,24,Fully Paid,West
22200.0,60,29.65,479.7,C,C1,4,OWN,74000.0,other,26.79,0,17,0,23429.82,88.76,30,Fully Paid,Northeast
35200.0,36,28.56,1257.03,C,C3,4,RENT,77000.0,debt_consolidation,4.26,1,18,0,28030.08,2.84,27,Fully Paid,Midwest
22200.0,60,22.81,454.4,C,C3,3,RENT,159100.0,credit_card,19.56,0,4,0,30438.48,78.56,18,Fully Paid,South
10300.0,36,18.04,337.73,B,B1,8,MORTGAGE,46300.0,debt_consolidation,17.71,1,23,0,13535.23,38.39,24,Charged Off,West
34200.0,36,9.04,1035.88,F,F1,7,MORTGAGE,33800.0,home_improvement,8.64,0,22,0,6968.82,54.11,24,Fully Paid,Northeast
22700.0,60,14.6,433.57,E,E3,8,OWN,61300.0,credit_card,12.01,1,18,0,18825.94,23.09,31,Fully Paid,South
9100.0,36,19.63,302.4,G,G4,6,MORTGAGE,36300.0,debt_consolidation,38.68,0,19,0,4742.88,57.89,28,Charged Off,West
25300.0,36,23.13,865.33,A,A2,6,MORTGAGE,113700.0,other,11.55,0,19,0,15743.17,73.07,26,Fully Paid,West
15000.0,36,20.88,503.67,D,D3,4,MORTGAGE,47000.0,small_business,8.54,0,24,0,27630.11,20.15,34,Fully Paid,Northeast
33900.0,36,22.85,1156.84,F,F1,9,RENT,40800.0,home_improvement,21.45,1,7,1,27005.63,34.33,20,Fully Paid,South
18700.0,60,15.73,360.69,B,B3,0,RENT,42800.0,other,26.84,0,7,0,6030.67,56.74,7,Fully Paid,West
29300.0,36,23.19,1002.63,A,A1,5,RENT,77600.0,credit_card,29.0,0,2,0,416.96,41.68,14,Fully Paid,South
4700.0,36,8.59,141.77,D,D2,9,RENT,50100.0,major_purchase,30.17,0,17,0,4447.18,29.32,25,Charged Off,Northeast
16400.0,36,9.06,496.83,C,C1,5,RENT,39300.0,debt_consolidation,1.47,0,18,0,1807.5,45.17,22,Fully Paid,Northeast
39300.0,60,9.07,714.41,E,E1,9,RENT,124600.0,debt_consolidation,15.75,2,5,0,20023.44,29.08,19,Fully Paid,South
32500.0,36,27.27,1148.97,A,A4,3,MORTGAGE,35300.0,other,30.96,0,17,0,19487.51,30.19,26,Fully Paid,Northeast
7200.0,36,6.9,213.8,E,E1,1,OWN,55100.0,debt_consolidation,36.19,0,23,0,12080.77,61.06,23,Fully Paid,West
11800.0,36,25.04,409.85,B,B5,0,RENT,75100.0,debt_consolidation,24.09,0,23,0,10772.22,47.71,33,Fully Paid,South
13900.0,36,10.84,427.97,A,A5,2,MORTGAGE,24000.0,debt_consolidation,2.09,0,22,0,19821.0,67.71,36,Fully Paid,West
26400.0,36,16.71,855.87,A,A4,10,MORTGAGE,68900.0,debt_consolidation,15.87,0,21,0,4328.68,83.74,30,Fully Paid,South
30500.0,36,27.9,1083.6,E,E2,8,RENT,32000.0,debt_consolidation,2.97,0,3,0,10715.46,94.3,10,Fully Paid,Midwest
30200.0,36,19.65,1003.73,D,D2,0,OWN,81700.0,credit_card,29.94,1,24,0,20284.6,15.14,32,Fully Paid,West
20900.0,36,10.25,640.06,C,C1,4,RENT,33500.0,other,2.54,1,13,1,4741.5,62.62,21,Charged Off,West
32600.0,36,12.1,1015.13,B,B4,9,MORTGAGE,76600.0,debt_consolidation,7.43,1,17,0,42040.68,58.24,27,Fully Paid,South
18000.0,60,28.01,384.03,E,E4,5,RENT,94200.0,major_purchase,16.68,1,7,0,33800.92,86.69,17,Fully Paid,South
5800.0,60,15.68,111.82,B,B4,8,OWN,83300.0,debt_consolidation,18.51,0,17,0,19155.96,89.59,25,Fully Paid,West
23000.0,36,19.67,764.56,E,E5,0,OWN,61400.0,debt_consolidation,16.26,0,8,0,7519.92,76.05,13,Fully Paid,Northeast
38100.0,36,16.5,1232.96,C,C2,4,MORTGAGE,48300.0,credit_card,18.54,0,15,0,9709.37,59.55,25,Fully Paid,West
31900.0,36,14.46,1014.24,B,B5,0,MORTGAGE,40600.0,small_business,28.53,0,4,0,6004.48,19.93,10,Fully Paid,Midwest
23600.0,60,10.58,434.95,C,C2,1,OWN,113000.0,debt_consolidation,14.77,0,2,0,8004.19,27.66,13,Fully Paid,Northeast
26200.0,36,22.15,888.98,B,B3,1,RENT,38200.0,debt_consolidation,21.91,0,18,0,21125.71,60.28,31,Fully Paid,Northeast
37300.0,60,22.96,764.4,D,D1,10,MORTGAGE,32300.0,debt_consolidation,12.13,0,21,0,12283.23,13.93,34,Fully Paid,South
17700.0,36,11.87,550.03,C,C3,4,MORTGAGE,75600.0,other,14.15,0,5,0,44228.92,18.4,11,Charged Off,South
13900.0,36,24.73,481.6,B,B1,9,MORTGAGE,36400.0,debt_consolidation,24.55,0,8,0,48046.44,91.14,11,Fully Paid,West
39100.0,60,26.36,823.45,E,E1,3,MORTGAGE,33700.0,debt_consolidation,19.62,0,8,0,34568.25,95.63,10,Fully Paid,West
34700.0,60,28.02,740.38,B,B4,5,RENT,26300.0,small_business,28.92,0,5,0,40438.06,0.52,13,Fully Paid,South
13600.0,60,9.03,247.13,C,C5,4,RENT,42600.0,credit_card,22.42,0,8,0,12755.98,86.25,10,Fully Paid,West
19100.0,36,12.6,597.41,F,F5,1,OWN,52000.0,other,32.14,0,9,0,33251.2,93.8,23,Fully Paid,Northeast
17200.0,36,26.51,604.44,D,D2,8,RENT,61200.0,other,17.74,0,10,0,2899.93,52.57,12,Charged Off,West
6800.0,36,9.96,207.7,A,A4,9,RENT,87200.0,credit_card,19.64,0,23,0,48010.8,44.89,35,Fully Paid,Northeast
38400.0,36,5.09,1120.96,F,F5,7,OWN,70500.0,credit_card,26.8,2,16,0,33510.35,91.88,19,Fully Paid,South
16800.0,36,26.77,591.59,D,D2,8,RENT,49200.0,debt_consolidation,8.85,0,5,0,15842.56,0.75,14,Fully Paid,West
35100.0,36,13.16,1103.31,B,B2,10,RENT,49100.0,other,15.44,0,19,0,38652.08,84.05,28,Fully Paid,Northeast
8400.0,36,15.36,269.17,A,A2,5,MORTGAGE,69900.0,debt_consolidation,24.99,1,13,0,789.97,29.66,22,Fully Paid,Midwest
22400.0,36,16.16,722.77,E,E5,4,RENT,102400.0,major_purchase,1.16,0,24,0,18811.81,64.12,38,Fully Paid,Midwest
1900.0,60,26.21,39.97,D,D1,4,RENT,57700.0,debt_consolidation,17.48,2,7,0,44782.89,32.32,9,Charged Off,Midwest
30800.0,60,13.45,582.38,C,C4,1,RENT,42800.0,debt_consolidation,23.95,1,5,0,13159.98,52.29,6,Charged Off,Northeast
23700.0,36,27.31,838.12,E,E4,10,MORTGAGE,33000.0,debt_consolidation,38.7,1,5,0,33395.72,80.83,9,Charged Off,West
25400.0,36,20.42,849.63,E,E2,3,MORTGAGE,26300.0,credit_card,35.08,1,19,0,18005.18,18.13,29,Fully Paid,Midwest
3000.0,36,18.18,98.48,A,A2,1,RENT,75600.0,debt_consolidation,11.23,0,2,0,19618.22,66.39,2,Fully Paid,South
9200.0,60,13.14,173.48,B,B2,1,RENT,72300.0,debt_consolidation,20.29,0,22,0,37296.85,89.83,22,Fully Paid,South
3900.0,36,11.09,120.35,B,B2,7,MORTGAGE,72300.0,debt_consolidation,2.26,0,7,1,45510.3,90.11,17,Fully Paid,South
12300.0,60,20.6,247.23,D,D2,3,RENT,50800.0,debt_consolidation,9.63,0,10,0,8335.93,89.41,15,Fully Paid,Midwest
25500.0,60,16.17,493.72,A,A2,3,MORTGAGE,109500.0,credit_card,30.99,1,18,0,13844.61,51.85,29,Fully Paid,Midwest
23100.0,36,27.76,819.79,C,C4,6,OWN,42500.0,debt_consolidation,4.93,1,22,0,24389.26,76.77,25,Fully Paid,West
24900.0,36,17.29,811.26,D,D2,3,RENT,87300.0,debt_consolidation,10.31,0,12,0,30690.8,44.69,19,Fully Paid,Northeast
22400.0,60,17.79,439.75,E,E1,8,MORTGAGE,53100.0,credit_card,37.76,1,22,0,23389.36,46.02,22,Fully Paid,South
11600.0,36,15.42,371.91,B,B3,8,RENT,40000.0,major_purchase,32.95,1,10,0,40276.43,28.39,19,Fully Paid,West
10500.0,36,24.73,363.8,E,E5,2,RENT,72900.0,credit_card,31.27,1,12,0,38404.74,28.52,26,Fully Paid,Northeast
6300.0,60,15.62,121.4,A,A5,5,RENT,66500.0,other,34.58,0,5,0,20262.15,3.78,9,Fully Paid,Midwest
34100.0,36,11.73,1058.33,E,E4,6,MORTGAGE,64800.0,debt_consolidation,29.98,1,14,0,2030.59,53.15,24,Fully Paid,Northeast
25000.0,60,26.55,527.29,A,A5,2,RENT,56400.0,major_purchase,4.82,2,20,0,9724.82,30.88,34,Fully Paid,South
8300.0,60,19.92,165.89,B,B2,3,RENT,53200.0,credit_card,20.66,0,4,0,24347.63,18.77,16,Fully Paid,Northeast
7900.0,60,19.79,157.72,E,E1,0,RENT,178800.0,credit_card,17.77,0,23,0,46375.69,12.17,35,Fully Paid,Northeast
35000.0,36,20.27,1169.29,A,A4,10,MORTGAGE,97900.0,credit_card,12.45,0,2,1,28378.47,34.7,7,Fully Paid,Midwest
30000.0,36,22.97,1024.75,B,B4,8,RENT,77800.0,debt_consolidation,33.36,0,18,0,26519.75,89.9,22,Fully Paid,Midwest
26700.0,36,12.83,836.82,D,D1,6,RENT,57300.0,debt_consolidation,18.57,0,18,0,36198.5,51.64,28,Fully Paid,West
16900.0,60,5.85,298.14,D,D2,9,MORTGAGE,89600.0,credit_card,2.41,1,8,0,7614.75,55.69,17,Fully Paid,Midwest
11200.0,60,25.26,233.82,D,D4,6,MORTGAGE,70200.0,debt_consolidation,11.0,0,15,0,7345.92,5.43,29,Fully Paid,Midwest
39200.0,36,8.22,1178.4,D,D1,8,MORTGAGE,54900.0,credit_card,9.14,0,6,0,17269.76,51.98,11,Charged Off,South
32100.0,36,23.05,1097.2,C,C2,5,RENT,46500.0,home_improvement,35.5,0,15,0,49742.63,66.76,17,Fully Paid,South
12800.0,36,7.06,380.66,B,B1,7,MORTGAGE,52000.0,debt_consolidation,25.9,0,12,0,43797.09,15.07,25,Fully Paid,Northeast
34100.0,60,14.38,650.06,B,B2,4,OWN,11100.0,debt_consolidation,22.42,0,4,0,34005.7,98.36,12,Fully Paid,South
30600.0,60,6.58,543.56,B,B5,7,RENT,60200.0,debt_consolidation,20.27,1,7,0,19557.75,91.51,21,Fully Paid,West
12600.0,60,18.06,247.93,F,F1,9,MORTGAGE,42400.0,debt_consolidation,26.0,0,8,1,27733.7,99.31,14,Fully Paid,West
17600.0,60,21.33,355.9,C,C2,0,OWN,120100.0,debt_consolidation,30.2,0,20,0,15177.71,36.03,29,Fully Paid,Northeast
8300.0,60,9.29,151.18,C,C3,2,MORTGAGE,54700.0,debt_consolidation,22.18,1,10,0,33715.35,82.23,10,Fully Paid,West
5300.0,60,14.29,100.96,C,C5,3,MORTGAGE,29900.0,debt_consolidation,37.53,0,3,1,20942.28,32.87,7,Fully Paid,West
29200.0,36,28.26,1040.33,F,F4,10,MORTGAGE,52800.0,debt_consolidation,39.07,0,13,0,6010.79,74.91,22,Fully Paid,Midwest
11400.0,36,16.06,367.52,A,A1,8,RENT,32100.0,debt_consolidation,39.81,0,8,0,10754.4,94.78,20,Fully Paid,Northeast
33000.0,60,25.06,687.83,C,C2,7,MORTGAGE,68600.0,other,26.78,0,11,0,30434.64,15.5,11,Fully Paid,West
39800.0,36,28.18,1417.1,C,C4,7,RENT,62700.0,other,37.3,0,21,0,34728.24,14.03,34,Fully Paid,Northeast
4000.0,36,29.36,143.73,C,C4,1,OWN,87500.0,debt_consolidation,16.18,1,16,0,4801.08,10.44,18,Fully Paid,West
19400.0,36,27.46,686.87,A,A4,6,RENT,36500.0,debt_consolidation,34.38,0,24,0,40417.05,79.84,29,Charged Off,South
32300.0,36,12.94,1013.32,E,E4,2,RENT,55100.0,credit_card,36.37,0,20,1,41217.37,66.66,33,Fully Paid,Northeast
31800.0,36,29.06,1140.03,F,F2,5,MORTGAGE,27400.0,debt_consolidation,36.17,0,7,0,36154.1,52.23,8,Charged Off,South
30600.0,36,25.31,1065.14,C,C2,3,OWN,76900.0,credit_card,33.23,0,21,0,34179.43,77.39,25,Charged Off,Northeast
14600.0,36,25.93,510.72,D,D3,5,MORTGAGE,70200.0,debt_consolidation,16.26,1,14,1,11593.43,84.99,20,Fully Paid,South
18700.0,36,5.38,547.39,F,F3,3,MORTGAGE,69400.0,debt_consolidation,6.36,0,21,0,45981.1,94.95,32,Fully Paid,Midwest
24200.0,36,28.86,866.23,D,D2,2,RENT,54200.0,major_purchase,13.36,0,13,0,13428.68,20.13,25,Fully Paid,South
39000.0,60,24.45,808.92,A,A2,1,MORTGAGE,66700.0,major_purchase,30.69,1,19,0,9125.23,44.17,27,Fully Paid,West
13800.0,36,24.2,476.1,C,C3,3,MORTGAGE,120800.0,other,9.32,0,17,0,31926.7,92.3,17,Fully Paid,Midwest
37000.0,36,7.04,1100.13,C,C2,9,MORTGAGE,47000.0,debt_consolidation,19.13,0,12,0,18205.21,46.13,18,Charged Off,South
11500.0,36,10.81,353.98,C,C1,1,OWN,58100.0,small_business,22.62,0,12,0,46651.4,48.77,25,Fully Paid,Midwest
39600.0,36,29.06,1419.66,D,D1,6,RENT,31500.0,credit_card,24.15,1,2,0,23012.48,94.24,15,Fully Paid,Midwest
27100.0,36,17.52,884.66,F,F1,0,OWN,35100.0,credit_card,37.43,0,2,0,8185.93,73.47,9,Charged Off,West
19100.0,60,14.95,365.92,F,F1,10,OWN,56900.0,small_business,26.46,0,8,0,47876.43,55.2,10,Charged Off,South
24900.0,60,26.0,522.9,C,C4,0,RENT,94100.0,other,31.45,0,8,0,25771.7,35.73,9,Fully Paid,Midwest
11600.0,36,7.18,345.36,A,A1,4,MORTGAGE,47700.0,home_improvement,23.28,0,5,0,25927.95,91.53,12,Fully Paid,West
11700.0,36,15.42,375.11,G,G3,6,RENT,48100.0,debt_consolidation,33.34,1,15,0,19290.13,0.89,21,Charged Off,Northeast
5400.0,36,14.39,171.58,E,E4,0,MORTGAGE,44200.0,credit_card,10.55,0,6,0,41799.69,32.1,17,Fully Paid,Northeast
5400.0,60,13.75,102.38,A,A3,3,MORTGAGE,41500.0,credit_card,8.4,0,23,0,14382.18,94.61,23,Fully Paid,Midwest
14600.0,60,12.69,274.21,F,F5,4,RENT,62800.0,major_purchase,37.05,0,13,0,685.49,49.82,14,Fully Paid,Midwest
30800.0,36,10.25,943.25,E,E5,1,RENT,25600.0,home_improvement,27.74,0,5,0,24863.9,62.39,8,Fully Paid,Midwest
24700.0,36,9.32,750.06,C,C2,6,MORTGAGE,102800.0,debt_consolidation,26.86,0,4,0,46294.35,53.26,18,Fully Paid,West
5000.0,60,21.01,100.84,C,C4,3,MORTGAGE,38800.0,debt_consolidation,18.69,1,19,0,13663.33,39.74,33,Fully Paid,West
34200.0,60,27.98,729.49,B,B1,7,MORTGAGE,77700.0,debt_consolidation,15.07,0,6,0,13315.27,66.53,20,Charged Off,South
24500.0,36,17.72,801.15,A,A5,0,RENT,28700.0,other,22.23,2,7,0,36904.99,76.65,9,Fully Paid,Northeast
38500.0,60,12.45,721.55,B,B4,9,RENT,75700.0,debt_consolidation,4.82,0,15,0,38776.67,36.44,16,Fully Paid,Midwest
27100.0,36,8.98,820.38,E,E1,0,MORTGAGE,75800.0,credit_card,18.19,0,7,0,21777.83,59.05,11,Charged Off,Midwest
7800.0,36,25.75,272.46,A,A5,0,RENT,65700.0,small_business,18.21,0,21,0,41682.16,8.28,26,Fully Paid,West
19500.0,60,29.29,420.19,B,B2,3,MORTGAGE,33000.0,debt_consolidation,21.53,1,24,0,8596.65,54.76,29,Fully Paid,West
26300.0,36,13.73,830.86,B,B3,0,RENT,61400.0,major_purchase,25.39,1,13,0,18351.27,74.77,19,Charged Off,South
2100.0,60,12.27,39.29,C,C2,4,MORTGAGE,30000.0,major_purchase,38.29,1,13,0,20213.9,58.52,24,Fully Paid,Northeast
1600.0,36,20.04,53.35,F,F5,5,RENT,47700.0,debt_consolidation,26.09,0,9,0,15639.79,87.84,21,Charged Off,Midwest
6000.0,36,24.38,207.3,B,B3,6,MORTGAGE,90600.0,debt_consolidation,35.35,0,24,0,10886.88,28.62,38,Fully Paid,West
10800.0,36,16.39,349.17,B,B5,7,OWN,80700.0,home_improvement,22.25,0,21,0,16907.48,49.18,26,Fully Paid,Northeast
17800.0,36,20.75,597.04,D,D5,7,MORTGAGE,54600.0,debt_consolidation,25.08,1,3,0,900.16,8.75,15,Fully Paid,South
20000.0,36,22.91,682.83,C,C1,1,RENT,33300.0,credit_card,2.79,0,6,0,35167.5,70.0,11,Fully Paid,Northeast
6400.0,60,29.01,137.61,B,B4,3,RENT,74800.0,credit_card,5.33,0,19,0,34197.96,44.29,26,Fully Paid,Midwest
27300.0,36,9.13,827.57,C,C3,6,RENT,54700.0,debt_consolidation,23.19,0,4,0,22510.91,53.04,15,Fully Paid,West
24200.0,60,29.93,524.05,A,A2,8,MORTGAGE,17000.0,debt_consolidation,15.83,0,17,0,16145.78,12.84,21,Fully Paid,Midwest
12500.0,36,14.8,398.61,A,A3,8,MORTGAGE,80100.0,debt_consolidation,31.95,0,6,0,21704.68,99.74,17,Fully Paid,Northeast
1500.0,60,23.08,30.77,C,C4,10,OWN,53500.0,debt_consolidation,21.73,0,10,0,46826.04,77.19,14,Fully Paid,West
4000.0,36,19.31,132.57,C,C4,2,RENT,98800.0,credit_card,35.29,2,7,1,30178.24,40.06,17,Fully Paid,South
16300.0,36,17.17,530.52,F,F4,6,OWN,31300.0,credit_card,38.89,0,20,0,36567.87,57.0,30,Charged Off,South
7000.0,36,22.45,238.1,B,B1,3,RENT,11100.0,debt_consolidation,5.91,1,23,0,11475.84,61.87,29,Charged Off,West
15700.0,36,14.89,501.05,C,C5,8,RENT,62300.0,major_purchase,15.79,0,17,0,4737.9,96.08,26,Fully Paid,South
25500.0,36,8.15,766.06,D,D2,6,MORTGAGE,62700.0,debt_consolidation,26.6,0,8,1,4159.25,76.84,20,Fully Paid,South
22300.0,36,17.22,726.11,A,A2,5,RENT,23300.0,other,12.22,0,5,0,23600.94,34.97,15,Fully Paid,West
10000.0,60,18.05,196.75,D,D2,8,MORTGAGE,33200.0,debt_consolidation,10.68,1,17,0,35834.32,97.77,27,Fully Paid,Midwest
14400.0,60,10.05,264.12,A,A3,6,MORTGAGE,214800.0,debt_consolidation,32.55,0,21,0,38706.02,30.18,27,Fully Paid,Northeast
24900.0,60,28.39,532.82,G,G1,10,MORTGAGE,46500.0,major_purchase,39.22,0,18,0,36020.49,57.69,20,Fully Paid,Midwest
34600.0,36,10.69,1063.85,A,A1,7,MORTGAGE,78100.0,credit_card,30.95,0,20,0,45638.12,70.07,20,Fully Paid,Northeast
30400.0,60,15.23,583.83,C,C2,10,RENT,39100.0,debt_consolidation,20.95,0,18,0,2600.12,27.11,22,Fully Paid,Northeast
22600.0,60,8.87,410.08,A,A2,4,MORTGAGE,19100.0,debt_consolidation,17.7,0,14,0,42766.97,95.64,23,Fully Paid,West
15100.0,36,18.39,496.58,G,G4,3,RENT,49800.0,debt_consolidation,21.59,1,3,1,33033.83,21.61,13,Fully Paid,South
15200.0,36,12.69,475.8,C,C3,0,RENT,47400.0,debt_consolidation,18.51,0,3,0,8776.01,44.18,6,Fully Paid,South
35300.0,36,17.23,1149.51,C,C4,7,MORTGAGE,44400.0,debt_consolidation,20.12,0,23,0,34119.04,17.99,23,Fully Paid,Northeast
2500.0,36,10.62,76.82,A,A5,5,MORTGAGE,51200.0,credit_card,8.14,0,24,0,25587.98,87.5,28,Fully Paid,Northeast
39500.0,36,6.34,1166.79,D,D4,3,RENT,61800.0,small_business,36.15,0,5,0,17952.06,22.16,10,Fully Paid,West
26900.0,36,24.48,930.14,B,B5,2,RENT,50300.0,major_purchase,30.18,1,17,0,12397.91,3.47,23,Fully Paid,Northeast
27600.0,60,21.03,556.74,E,E5,4,MORTGAGE,28800.0,debt_consolidation,27.24,0,5,0,23207.72,3.89,14,Charged Off,Midwest
2500.0,36,13.52,78.83,B,B4,3,RENT,69100.0,small_business,38.0,0,21,0,11956.63,41.38,31,Fully Paid,Northeast
24600.0,36,6.19,725.63,B,B2,10,MORTGAGE,20400.0,credit_card,11.38,0,13,0,4142.35,52.28,24,Fully Paid,Midwest
19900.0,60,26.64,420.02,A,A4,10,RENT,19400.0,debt_consolidation,3.25,0,23,0,42306.0,4.16,31,Fully Paid,West
5100.0,60,9.24,92.85,C,C5,6,RENT,78400.0,major_purchase,33.05,1,21,0,29641.85,9.29,32,Charged Off,Northeast
11800.0,60,28.27,252.26,C,C1,5,OWN,69800.0,debt_consolidation,39.94,0,15,0,18183.48,9.75,18,Fully Paid,South
35700.0,36,16.96,1159.85,A,A5,2,MORTGAGE,52600.0,debt_consolidation,23.14,0,2,0,22334.0,66.85,2,Fully Paid,West
22400.0,36,13.51,706.28,D,D3,9,MORTGAGE,27000.0,debt_consolidation,2.35,0,18,1,43241.37,29.98,21,Fully Paid,Northeast
17100.0,36,23.54,586.82,C,C1,10,MORTGAGE,38000.0,credit_card,31.22,0,19,0,15992.18,56.26,29,Charged Off,Northeast
3800.0,36,26.92,133.97,C,C4,0,RENT,47500.0,debt_consolidation,2.95,0,13,0,19008.65,7.37,19,Fully Paid,Midwest
28900.0,36,14.27,917.33,C,C5,6,MORTGAGE,24400.0,major_purchase,21.6,1,11,0,38304.02,89.21,11,Fully Paid,Northeast
28400.0,36,15.18,908.64,C,C1,4,RENT,37400.0,credit_card,11.1,0,16,0,10026.13,30.44,28,Fully Paid,Midwest
24900.0,60,15.83,480.69,C,C2,0,MORTGAGE,75100.0,debt_consolidation,36.6,0,18,0,32963.13,77.82,26,Charged Off,Midwest
20900.0,36,28.06,743.46,A,A4,0,OWN,110600.0,debt_consolidation,18.05,0,12,0,21716.19,82.67,17,Fully Paid,South
17900.0,36,22.31,608.15,B,B5,5,RENT,43900.0,major_purchase,35.94,0,21,0,25007.93,98.79,30,Charged Off,South
24100.0,36,11.19,744.36,E,E3,3,RENT,79100.0,credit_card,11.96,0,8,0,39344.01,74.1,15,Fully Paid,South
10100.0,60,9.62,184.53,F,F2,7,MORTGAGE,20800.0,debt_consolidation,15.49,0,21,0,49656.62,44.28,26,Charged Off,West
37700.0,36,10.76,1159.9,B,B3,1,RENT,75300.0,major_purchase,37.88,2,20,0,41575.6,15.26,33,Fully Paid,South
24000.0,36,11.59,743.93,B,B1,3,MORTGAGE,36200.0,debt_consolidation,8.05,1,12,0,8027.2,4.79,18,Fully Paid,Midwest
13100.0,36,10.75,403.01,D,D3,7,RENT,63200.0,debt_consolidation,23.14,0,2,0,11227.59,88.63,4,Fully Paid,Northeast
18500.0,36,21.46,624.17,C,C5,7,RENT,47900.0,credit_card,15.54,0,19,0,20496.52,44.67,26,Fully Paid,Midwest
32400.0,36,7.9,971.1,A,A5,4,RENT,104800.0,credit_card,30.97,0,24,1,35961.33,75.0,28,Fully Paid,South
7300.0,36,14.68,232.55,A,A3,2,RENT,35000.0,debt_consolidation,5.17,0,23,0,25468.56,49.63,37,Fully Paid,Northeast
12400.0,36,20.63,415.5,D,D1,3,MORTGAGE,74100.0,debt_consolidation,17.49,0,16,1,45090.03,87.97,22,Fully Paid,Midwest
27500.0,60,12.27,514.57,D,D5,2,MORTGAGE,47100.0,debt_consolidation,27.96,1,14,0,2433.77,74.97,20,Charged Off,Northeast
13300.0,36,6.63,393.94,A,A5,10,MORTGAGE,50100.0,other,16.28,0,17,0,12925.85,8.55,22,Fully Paid,Midwest
31900.0,60,7.05,569.15,B,B3,1,RENT,49400.0,debt_consolidation,2.34,1,20,0,10963.58,75.21,22,Fully Paid,Northeast
6100.0,36,8.15,183.25,B,B3,3,MORTGAGE,35500.0,debt_consolidation,28.2,0,7,0,37208.55,26.68,17,Fully Paid,Northeast
30700.0,36,25.9,1073.65,D,D1,8,RENT,53800.0,major_purchase,20.13,0,23,0,23238.58,77.31,23,Fully Paid,South
3700.0,36,21.45,124.82,A,A2,5,MORTGAGE,52500.0,debt_consolidation,0.45,1,17,0,750.65,94.85,22,Fully Paid,West
1500.0,36,6.61,44.42,A,A4,3,RENT,61100.0,debt_consolidation,24.51,0,19,0,38671.84,93.01,31,Fully Paid,South
36000.0,36,14.78,1147.8,E,E4,0,MORTGAGE,56500.0,credit_card,36.8,0,2,0,18090.16,12.5,10,Charged Off,Northeast
23700.0,36,11.96,737.07,A,A4,6,MORTGAGE,80700.0,credit_card,4.44,0,19,0,13023.02,5.47,20,Fully Paid,Northeast
14700.0,60,19.45,292.65,D,D3,1,RENT,86000.0,credit_card,23.63,1,10,0,9135.88,77.7,11,Fully Paid,South
10100.0,60,18.07,198.75,B,B5,5,RENT,32000.0,debt_consolidation,29.15,1,14,0,47300.61,71.0,23,Fully Paid,Midwest
25100.0,60,17.03,489.58,A,A5,9,MORTGAGE,83600.0,major_purchase,2.83,0,17,1,47101.9,17.62,17,Fully Paid,Northeast
20900.0,36,12.86,655.22,B,B2,0,RENT,29900.0,debt_consolidation,0.9,1,23,0,3827.64,68.46,23,Fully Paid,Midwest
39700.0,36,8.44,1195.85,D,D5,6,OWN,72700.0,debt_consolidation,18.57,1,20,0,11638.37,1.55,21,Fully Paid,South
39300.0,36,23.56,1348.86,E,E3,3,MORTGAGE,73900.0,debt_consolidation,31.65,1,24,0,32305.97,63.12,24,Fully Paid,West
25800.0,36,27.0,910.17,E,E1,10,MORTGAGE,20800.0,major_purchase,6.43,2,2,0,33521.23,83.23,13,Fully Paid,West
18300.0,36,28.6,653.72,B,B1,2,MORTGAGE,56800.0,credit_card,33.47,0,9,0,20883.59,64.18,20,Fully Paid,Northeast
20200.0,36,6.47,597.42,D,D4,9,RENT,42900.0,major_purchase,26.26,1,11,0,28425.49,6.54,22,Charged Off,Midwest
27600.0,60,23.5,568.1,B,B4,6,RENT,37100.0,home_improvement,13.29,0,8,0,35131.53,99.1,18,Fully Paid,South
5000.0,36,23.16,171.06,B,B1,2,RENT,106400.0,debt_consolidation,20.63,0,4,0,47525.46,35.61,16,Fully Paid,Northeast
13800.0,36,28.68,493.27,E,E4,7,MORTGAGE,39100.0,debt_consolidation,38.62,0,14,0,36255.47,38.05,19,Charged Off,West
3900.0,36,11.32,120.6,A,A4,10,MORTGAGE,36200.0,credit_card,8.66,0,21,0,5513.53,8.48,25,Fully Paid,West
